Player_ID;Player;Actions;Progress
12782869;Qi the coconut;2476600;7050
10593569;Badvok the Bold;2240500;6360
2277993;Crusaderx;1842200;5230
1428445;MarkD1964;1823600;5170
13086826;Alex The Great;1808800;5130
6730017;Peace.;1756500;4990
854681998;Zodman;1715200;4860
339141;Mikeytheonly;1663500;4710
705849;lasherbob;1647200;4690
2279421;Warriorpoet;1650200;4680
853267111;Kuniggsbog;1638100;4660
850665098;Ellwinara;1638300;4640
852162955;Sean the Unsteady;1643300;4630
47808;vagelis99;1621600;4610
854172183;GabyBB;1615200;4580
6723349;inb0x;1601800;4540
1891201;edman4444;1572000;4460
851616738;MagicI;1568900;4430
1436378;Dn4lor;1562400;4430
849566070;Aspandiat;1560100;4430
850518321;alterdestiny;1544000;4390
849762034;Diddler;1513100;4300
4194345;becop;1511800;4290
45238;Frodoo;1500800;4270
8306456;SCOTTBUL;1508800;4260
852437505;Rhino8;1498700;4260
849603210;TSTT;1502300;4250
850445151;Swan76;1495200;4240
11807816;Dpunk;1481400;4190
12213472;Crazy Caveman;1476600;4180
12992719;ChilliBeanz62;1460200;4150
849645425;TJunior;1470100;4120
853774595;Mr Sonic;1450300;4120
2465641;=Alpha=Wolf=;1445700;4090
852293256;Rolanddd;1440000;4080
849380627;FastGunner;1429200;4050
851800597;Meandmyself;1423600;4040
11245188;Bernini;1388000;3940
4225910;Hadrian the Intrepid 121;1358700;3860
5367654;King John of Ambler;1358000;3840
7330083;S3xy Beast;1352800;3840
9762415;0p1ate;1350700;3830
4765723;djcdjc;1350300;3830
5085500;Tarquinus the Lion 254;1331800;3770
849612867;TINY HEROS;1313900;3720
851894029;Afrodite1;1315600;3710
9795849;Magnus the Terrible 439;1305600;3710
1148549;mehdialone;1300700;3680
851598404;-Baba Yaga-;1276100;3600
827787;pywackit;1274300;3590
850307582;Rex Bellator;1254300;3560
853520455;Phillip the Fair;1269400;3550
8622496;Waynes world1;1221400;3470
851298155;willow324;1215400;3450
1724508;cvetkovic;1213800;3400
13309306;Ser Arthur Dayne.;1189200;3360
40674;vfrmark;1175700;3320
5374197;Pammy Norrie;1153800;3270
6141929;Carra;1108600;3150
1704186;Old No 7;1040100;2950
104779;VITORO;969400;2710
11482655;El Kabong;915700;2550
4749897;DutchTheIV;864100;2450
853132263;Joan of Arc 180;816500;2320
10908871;Meru;769200;2180
850938639;Green II;714900;2030
853116853;Master Jai;619600;1750
851362281;Diabsian;595300;1680
853797540;Odinn;578400;1630
851549132;Herak;537300;1480
1726167;Bendrr;515100;1450
12714764;Jaffa The O;422000;1190
12985636;Thea the White 934;0;0
