Player_ID;Player;Negotiations;Fights;Total;Attrition
12782869;Qi the coconut;0;15159;15159;192
10537728;simon1976;0;10757;10757;152
849762034;Diddler;0;8862;8862;9
47808;vagelis99;0;8420;8420;0
850813028;Cylens;0;7721;7721;142
854304476;sidsid;0;6816;6816;0
11807816;Dpunk;0;6464;6464;24
4225910;Hadrian the Intrepid 121;0;5463;5463;122
621093;THE CHIEF;0;4290;4290;0
2277993;Crusaderx;0;3897;3897;0
851598404;-Baba Yaga-;0;3827;3827;0
5085500;Tarquinus the Lion 254;0;3652;3652;0
705849;lasherbob;0;3052;3052;28
851800597;Meandmyself;0;2888;2888;0
4194345;becop;0;2867;2867;0
8622496;Waynes world1;0;2782;2782;197
854681998;Zodman;0;2641;2641;54
9795849;Magnus the Terrible 439;225;1957;2407;51
45238;Frodoo;0;2389;2389;0
10593569;Badvok the Bold;0;2056;2056;0
2465641;=Alpha=Wolf=;0;1937;1937;0
853132263;Lone Sloane 66;0;1922;1922;2
851616738;MagicI;0;1750;1750;8
850445151;Swan76;0;1680;1680;0
853267111;Kuniggsbog;0;1394;1394;14
851894029;Afrodite1;0;1335;1335;0
850665098;Ellwinara;0;1185;1185;10
849603210;TSTT;0;1131;1131;8
13086826;Alex The Great;0;1078;1078;2
851914808;Selene the Blessed 1233;3;1069;1075;0
850518321;alterdestiny;0;1035;1035;0
850938639;Green II;0;987;987;0
827787;pywackit;0;978;978;20
849566070;Aspandiat;0;957;957;0
12992719;ChilliBeanz62;0;952;952;0
853774595;Mr Sonic;0;891;891;0
12714764;Jaffa The O;0;846;846;8
850331824;Brocksta;0;844;844;10
1428445;MarkD1964;0;825;825;12
9762415;0p1ate;0;812;812;0
4749897;DutchTheIV;0;786;786;71
849612867;TINY HEROS;0;772;772;0
849380627;FastGunner;0;727;727;0
4765723;djcdjc;0;715;715;0
853346321;Moiraine of the Blue;0;709;709;0
853520455;Phillip the Fair;0;685;685;20
5374197;Pammy Norrie;0;608;608;0
851298155;willow324;0;600;600;0
761097;gareth dragonsbane;0;598;598;8
850307582;Rex Bellator;0;598;598;0
851549132;Herak;0;510;510;0
11482655;El Kabong;0;504;504;15
104779;VITORO;0;489;489;0
851362281;Diabsian;0;458;458;0
12213472;Crazy Caveman;0;450;450;0
852736395;Lalo-Salamanca;0;437;437;0
5367654;King John of Ambler;0;412;412;0
6730017;Peace.;0;373;373;0
6141929;Carra;0;370;370;0
6723349;inb0x;0;308;308;0
339141;Mikeytheonly;0;250;250;0
2279421;Warriorpoet;0;232;232;0
1891201;edman4444;0;213;213;0
853116853;Master Jai;0;203;203;0
7330083;S3xy Beast;0;199;199;0
11245188;Bernini;0;190;190;0
850481022;TRTLC;0;173;173;0
1436378;Dn4lor;10;137;157;0
853797540;Odinn;0;149;149;0
13309306;Ser Arthur Dayne.;0;129;129;0
1724508;cvetkovic;0;128;128;0
854172183;GabyBB;0;108;108;2
10908871;Meru;0;85;85;0
1148549;mehdialone;0;78;78;0
852293256;Rolanddd;0;60;60;0
