Player_ID;Player;Negotiations;Fights;Total;Attrition
12782869;Qi the coconut;0;14947;14947;211
10593569;Badvok the Bold;0;12702;12702;191
705849;lasherbob;0;12357;12357;98
47808;vagelis99;0;12229;12229;0
849260348;Tragach;0;11267;11267;110
849762034;Diddler;0;10495;10495;66
8622496;Waynes world1;0;10420;10420;202
1758550;marco965;0;9963;9963;137
9795849;Magnus the Terrible 439;525;8119;9169;99
4225910;Hadrian the Intrepid 121;0;9165;9165;108
851616738;MagicI;0;8952;8952;95
853267111;Kuniggsbog;0;8889;8889;129
854681998;Zodman;0;8770;8770;134
10908871;Meru;0;8652;8652;9
849566070;Aspandiat;0;8607;8607;0
6723349;inb0x;0;8256;8256;128
2277993;Crusaderx;0;8120;8120;52
853774595;Mr Sonic;0;7881;7881;127
9762415;0p1ate;0;7733;7733;65
12985636;Thea the White 934;0;7720;7720;92
4765723;djcdjc;0;7316;7316;140
1428445;MarkD1964;0;7201;7201;8
8306456;SCOTTBUL;0;7074;7074;139
851800597;Meandmyself;0;7021;7021;0
849612867;TINY HEROS;2;7013;7017;0
852293256;Rolanddd;0;6894;6894;4
850813028;Cylens;0;6800;6800;15
851598404;-Baba Yaga-;8;6750;6766;18
10040909;Princess Fibird;2;6595;6599;0
854234220;Neesik;0;6489;6489;12
850938639;Green II;0;6426;6426;0
12213472;Crazy Caveman;0;6325;6325;0
13086826;Alex The Great;0;6267;6267;0
850331824;Brocksta;0;6205;6205;103
104779;VITORO;0;6097;6097;102
11482655;El Kabong;0;5895;5895;149
11905133;Catacus;0;5833;5833;2
6141929;Carra;0;5701;5701;63
11807816;Dpunk;0;5601;5601;55
45238;Frodoo;0;5577;5577;21
5085500;Tarquinus the Lion 254;0;5156;5156;32
5367654;King John of Ambler;0;4951;4951;0
1148549;mehdialone;0;4935;4935;25
853116853;Master Jai;0;4829;4829;0
40674;vfrmark;0;4616;4616;0
852017836;Valerian the Bold 993;0;4596;4596;0
851894029;Afrodite1;0;4555;4555;29
12992719;ChilliBeanz62;0;4546;4546;52
849603210;TSTT;0;4532;4532;188
851298155;willow324;0;4498;4498;4
1436378;Dn4lor;3;4466;4472;30
339141;Mikeytheonly;0;4449;4449;0
4194345;becop;0;4378;4378;72
6730017;Peace.;0;4269;4269;0
850307582;Rex Bellator;0;4256;4256;0
851362281;Diabsian;0;4071;4071;0
850665098;Ellwinara;0;3700;3700;62
13309306;Ser Arthur Dayne.;0;3630;3630;0
4749897;DutchTheIV;0;3598;3598;115
12714764;Jaffa The O;7;3527;3541;40
850856498;FOE King Great;0;3309;3309;59
6451595;kamaika;0;3278;3278;61
11245188;Bernini;0;3189;3189;10
854172183;Gabyb;0;3034;3034;121
827787;pywackit;0;2924;2924;1
849380627;FastGunner;0;2777;2777;0
7330083;S3xy Beast;30;2607;2667;0
1726167;Bendrr;0;2657;2657;0
851549132;Herak;0;2385;2385;43
1724508;cvetkovic;0;2366;2366;0
1704186;Old No 7;0;2343;2343;0
1891201;edman4444;0;2283;2283;70
2465641;=Alpha=Wolf=;0;2257;2257;0
5374197;Pammy Norrie;0;2255;2255;0
850676665;Vindicare;0;2064;2064;0
2467302;Akita;0;1692;1692;0
850445151;Swan76;28;1561;1617;26
