Player_ID;Player;Negotiations;Fights;Total;Attrition
12782869;Qi the coconut;0;13532;13532;157
47808;vagelis99;0;10309;10309;0
850813028;Cylens;0;10231;10231;170
849762034;Diddler;0;8276;8276;0
851800597;Meandmyself;0;6575;6575;40
11807816;Dpunk;0;6347;6347;31
854681998;Zodman;37;5786;5860;0
4194345;becop;0;5816;5816;36
8622496;Waynes world1;0;5693;5693;156
10593569;Badvok the Bold;0;4601;4601;22
4225910;Hadrian the Intrepid 121;0;4417;4417;59
851598404;-Baba Yaga-;0;4106;4106;0
2277993;Crusaderx;0;3442;3442;16
851616738;MagicI;1;3398;3400;50
853774595;Mr Sonic;0;3201;3201;0
9795849;Magnus the Terrible 439;455;1732;2642;50
1428445;MarkD1964;0;2504;2504;0
5085500;Tarquinus the Lion 254;0;2481;2481;0
621093;THE CHIEF;0;2368;2368;0
1148549;mehdialone;0;2321;2321;0
850445151;Swan76;71;2138;2280;0
849603210;TSTT;0;2076;2076;5
761097;gareth dragonsbane;0;1923;1923;34
849612867;TINY HEROS;0;1799;1799;2
339141;Mikeytheonly;0;1797;1797;0
853132263;Lone Sloane 66;0;1774;1774;0
853116853;Master Jai;0;1755;1755;0
9762415;0p1ate;0;1709;1709;0
705849;lasherbob;0;1700;1700;0
4765723;djcdjc;0;1628;1628;14
851914808;Selene the Blessed 1233;41;1481;1563;0
850307582;Rex Bellator;0;1468;1468;0
849566070;Aspandiat;0;1353;1353;0
1891201;edman4444;0;1212;1212;0
853520455;Phillip the Fair;2;1205;1209;0
6141929;Carra;0;1186;1186;6
12992719;ChilliBeanz62;0;1154;1154;9
12714764;Jaffa The O;4;1077;1085;0
851894029;Afrodite1;0;1071;1071;23
1724508;cvetkovic;0;1026;1026;0
853346321;Moiraine of the Blue;0;1014;1014;72
851298155;willow324;0;995;995;0
13086826;Alex The Great;0;870;870;0
45238;Frodoo;0;847;847;0
40674;vfrmark;0;809;809;0
854172183;GabyBB;0;772;772;0
827787;pywackit;0;758;758;0
850665098;Ellwinara;0;752;752;0
104779;VITORO;0;737;737;2
850938639;Green II;0;725;725;0
10908871;Meru;0;643;643;0
853267111;Kuniggsbog;0;625;625;0
852293256;Rolanddd;0;595;595;0
11482655;El Kabong;0;564;564;0
10040909;Princess Fibird;0;547;547;0
851549132;Herak;0;496;496;5
6730017;Peace.;0;474;474;0
2279421;Warriorpoet;0;473;473;0
853797540;Odinn;0;468;468;3
4749897;DutchTheIV;0;421;421;7
852162955;Sean the Unsteady;0;393;393;0
5367654;King John of Ambler;0;378;378;0
5374197;Pammy Norrie;0;374;374;0
12213472;Crazy Caveman;0;373;373;0
850518321;alterdestiny;2;366;370;0
6723349;inb0x;0;335;335;0
851362281;Diabsian;0;296;296;0
13309306;Ser Arthur Dayne.;0;278;278;0
2465641;=Alpha=Wolf=;0;272;272;0
7330083;S3xy Beast;10;133;153;0
1704186;Old No 7;0;119;119;15
11245188;Bernini;0;102;102;0
849380627;FastGunner;0;101;101;0
1436378;Dn4lor;2;87;91;0
852437505;Rhino8;0;76;76;0
1726167;Bendrr;0;38;38;0
